Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Açaí-Guaraná_prev,Citrus_prev,Maçã-Verde_prev,Original_269_prev,Original_473_prev,Pêssego_prev,Tangerina_prev,Zero_prev,MIN,Estação_Ana Rosa,Estação_Barra Funda,Estação_Brigadeiro,Estação_Brooklin,Estação_Brás,Estação_Butantã,Estação_Campo Belo,Estação_Consolação,Estação_Eucaliptos,Estação_Faria Lima,Estação_Fradique Coutinho,Estação_Higienópolis-Mackenzie,Estação_Hospital São Paulo,Estação_Luz,Estação_Moema,Estação_Paraíso,Estação_Pinheiros,Estação_República,Estação_São Joaquim,Estação_São Judas,Estação_Sé,Estação_Tamanduateí,Estação_Tatuapé,Estação_Trianon-Masp,Estação_Vila Mariana,TARGET
31,65,10,29,33,39,11,33,5.0,35.0,28.0,122.0,22.0,28.0,29.0,6.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
22,55,1,27,31,37,5,31,-1.0,35.0,25.0,45.0,13.0,29.0,29.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
15,49,65,25,26,32,43,28,81.0,27.0,23.0,43.0,8.0,25.0,21.0,129.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
4,39,58,23,20,27,40,22,37.0,22.0,21.0,29.0,-7.0,16.0,14.0,51.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,36,50,22,16,26,37,20,34.0,25.0,21.0,33.0,168.0,18.0,12.0,42.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
74,32,45,17,13,24,34,15,31.0,22.0,12.0,28.0,62.0,10.0,10.0,40.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
63,30,40,15,9,24,32,10,30.0,24.0,13.0,28.0,52.0,5.0,5.0,35.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
56,21,35,10,4,23,30,5,28.0,22.0,5.0,12.0,49.0,0.0,-1.0,30.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
45,15,25,10,43,23,24,43,18.0,23.0,10.0,9.0,34.0,81.0,82.0,15.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
38,10,18,7,41,23,21,37,18.0,23.0,4.0,5.0,31.0,31.0,39.0,11.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
29,6,10,2,37,23,19,32,17.0,23.0,-3.0,2.0,20.0,27.0,33.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
22,65,0,43,31,20,14,29,9.0,17.0,84.0,124.0,15.0,26.0,25.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
12,55,65,41,25,16,12,27,10.0,12.0,39.0,45.0,2.0,25.0,19.0,130.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
86,49,59,35,21,11,7,23,2.0,6.0,29.0,43.0,160.0,19.0,17.0,53.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
78,41,50,35,15,7,5,20,3.0,3.0,35.0,33.0,70.0,17.0,9.0,41.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
70,32,43,33,12,6,43,14,81.0,5.0,31.0,23.0,62.0,8.0,9.0,36.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
57,29,35,28,8,43,40,10,37.0,80.0,23.0,26.0,44.0,6.0,4.0,27.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
45,19,31,24,2,40,37,8,34.0,37.0,20.0,9.0,33.0,6.0,-4.0,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
34,17,25,18,43,38,35,4,33.0,36.0,12.0,15.0,23.0,0.0,84.0,19.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
27,14,18,12,39,36,31,43,27.0,34.0,6.0,11.0,20.0,82.0,35.0,11.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
18,4,9,10,33,31,27,37,23.0,26.0,8.0,-6.0,9.0,31.0,27.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
6,65,65,6,28,31,21,32,15.0,31.0,2.0,126.0,-6.0,27.0,23.0,121.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,62,61,43,24,30,16,30,11.0,29.0,80.0,59.0,166.0,28.0,20.0,57.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
73,59,52,38,22,26,10,26,4.0,22.0,33.0,56.0,60.0,22.0,20.0,43.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
63,57,42,38,20,23,7,21,4.0,20.0,38.0,55.0,53.0,16.0,18.0,32.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
54,48,33,35,18,21,1,17,-5.0,19.0,32.0,39.0,45.0,13.0,16.0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
47,41,24,29,16,15,43,12,85.0,9.0,23.0,34.0,40.0,7.0,14.0,15.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
39,37,18,29,10,9,39,10,35.0,3.0,29.0,33.0,31.0,8.0,4.0,12.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
31,29,14,28,8,5,33,7,27.0,1.0,27.0,21.0,23.0,4.0,6.0,10.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
24,26,6,26,6,43,30,5,27.0,81.0,24.0,23.0,17.0,3.0,4.0,-2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
15,17,65,24,43,38,28,43,26.0,33.0,22.0,8.0,6.0,81.0,80.0,124.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
5,14,59,24,39,34,25,38,22.0,30.0,24.0,11.0,-5.0,33.0,35.0,53.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,5,53,18,36,33,23,33,21.0,32.0,12.0,-4.0,167.0,28.0,33.0,47.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
76,65,48,12,32,28,18,27,13.0,23.0,6.0,125.0,66.0,21.0,28.0,43.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
63,63,44,6,27,24,13,25,8.0,20.0,0.0,61.0,50.0,23.0,22.0,40.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
56,56,34,43,25,22,11,19,9.0,20.0,80.0,49.0,49.0,13.0,23.0,24.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
47,48,25,43,22,22,8,17,5.0,22.0,43.0,40.0,38.0,15.0,19.0,16.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
39,44,19,38,18,21,3,11,-2.0,20.0,33.0,40.0,31.0,5.0,14.0,13.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
30,41,13,38,12,21,43,8,83.0,21.0,38.0,38.0,21.0,5.0,6.0,7.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
17,32,6,36,8,19,39,5,35.0,17.0,34.0,23.0,4.0,2.0,4.0,-1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
5,26,65,32,6,19,36,43,33.0,19.0,28.0,20.0,-7.0,81.0,4.0,124.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,19,61,31,43,15,30,38,24.0,11.0,30.0,12.0,167.0,33.0,80.0,57.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
77,11,53,30,38,15,27,36,24.0,15.0,29.0,3.0,68.0,34.0,33.0,45.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
69,6,48,25,35,10,21,34,15.0,5.0,20.0,1.0,61.0,32.0,32.0,43.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
62,65,39,24,29,6,19,29,17.0,2.0,23.0,124.0,55.0,24.0,23.0,30.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
49,59,32,20,24,43,15,24,11.0,80.0,16.0,53.0,36.0,19.0,19.0,25.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
38,53,28,20,21,41,12,21,9.0,39.0,20.0,47.0,27.0,18.0,18.0,24.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
31,43,23,14,15,40,8,19,4.0,39.0,8.0,33.0,24.0,17.0,9.0,18.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
24,41,18,11,13,39,6,15,4.0,38.0,8.0,39.0,17.0,11.0,11.0,13.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
13,37,12,11,10,39,43,9,80.0,39.0,11.0,33.0,2.0,3.0,7.0,6.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
1,34,4,10,4,33,39,7,35.0,27.0,9.0,31.0,-11.0,5.0,-2.0,-4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,27,65,10,43,32,36,5,33.0,31.0,10.0,20.0,171.0,3.0,82.0,126.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
77,25,58,7,37,27,32,43,28.0,22.0,4.0,23.0,68.0,81.0,31.0,51.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
64,15,51,1,32,26,26,37,20.0,25.0,-5.0,5.0,51.0,31.0,27.0,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
53,8,45,43,28,23,24,34,22.0,20.0,85.0,1.0,42.0,31.0,24.0,39.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
41,65,41,40,24,22,18,31,12.0,21.0,37.0,122.0,29.0,28.0,20.0,37.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
29,62,32,40,22,22,14,29,10.0,22.0,40.0,59.0,17.0,27.0,20.0,23.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
21,54,27,40,17,16,8,27,2.0,10.0,40.0,46.0,13.0,25.0,12.0,22.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
8,51,21,37,13,10,2,22,-1.0,7.0,35.5,49.5,1.5,19.5,11.0,18.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,41,16,36,9,6,43,19,84.0,2.0,35.0,31.0,164.0,16.0,5.0,11.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
77,39,8,36,3,43,40,16,37.0,80.0,36.0,37.0,68.0,13.0,-3.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
64,34,65,33,43,40,35,12,30.0,37.0,30.0,29.0,51.0,8.0,83.0,122.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
57,25,57,32,40,40,31,6,27.0,40.0,31.0,16.0,50.0,0.0,37.0,49.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
44,23,49,31,37,40,28,43,25.0,40.0,30.0,21.0,31.0,80.0,34.0,41.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
37,17,39,25,32,39,26,40,24.0,38.0,19.0,11.0,30.0,37.0,27.0,29.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
28,14,30,19,28,36,21,35,16.0,33.0,13.0,11.0,19.0,30.0,24.0,21.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
21,10,20,14,25,35,19,30,17.0,34.0,9.0,6.0,14.0,25.0,22.0,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
10,1,10,9,22,31,17,25,15.0,27.0,4.0,-8.0,-1.0,20.0,19.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,65,4,6,17,27,15,23,13.0,23.0,3.0,129.0,162.0,21.0,12.0,-2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
75,56,65,43,14,24,9,21,3.0,21.0,80.0,47.0,64.0,19.0,11.0,126.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
64,53,56,41,11,23,4,18,-1.0,22.0,39.0,50.0,53.0,15.0,8.0,47.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
51,49,48,38,7,23,43,15,82.0,23.0,35.0,45.0,38.0,12.0,3.0,40.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
40,47,40,38,1,17,39,13,35.0,11.0,38.0,45.0,29.0,11.0,-5.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
32,44,30,35,43,16,35,9,31.0,15.0,32.0,41.0,24.0,5.0,85.0,20.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
22,40,22,31,37,12,30,4,25.0,8.0,27.0,36.0,12.0,-1.0,31.0,14.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
10,37,14,30,34,12,26,43,22.0,12.0,29.0,34.0,-2.0,82.0,31.0,6.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,28,7,25,32,9,23,41,20.0,6.0,20.0,19.0,162.0,39.0,30.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
77,25,65,23,27,6,18,38,13.0,3.0,21.0,22.0,68.0,35.0,22.0,123.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
67,20,56,20,21,43,13,33,8.0,80.0,17.0,15.0,57.0,28.0,15.0,47.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
54,13,51,20,19,37,8,29,3.0,31.0,20.0,6.0,41.0,25.0,17.0,46.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
43,4,45,18,13,33,3,26,-2.0,29.0,16.0,-5.0,32.0,23.0,7.0,39.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
30,65,35,17,8,30,43,20,83.0,27.0,16.0,126.0,17.0,14.0,3.0,25.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
21,63,25,11,3,29,40,16,37.0,28.0,5.0,61.0,12.0,12.0,-2.0,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
11,53,21,11,43,29,37,10,34.0,29.0,11.0,43.0,1.0,4.0,83.0,17.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,49,16,5,37,25,35,5,33.0,21.0,-1.0,45.0,161.0,0.0,31.0,11.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
77,47,10,43,32,22,31,43,27.0,19.0,81.0,45.0,68.0,81.0,27.0,4.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
69,43,2,41,29,20,27,39,23.0,18.0,39.0,39.0,61.0,35.0,26.0,-6.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
58,35,65,39,24,17,21,36,15.0,14.0,37.0,27.0,47.0,33.0,19.0,128.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
47,27,56,36,22,11,15,30,9.0,5.0,33.0,19.0,36.0,24.0,20.0,47.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
40,18,46,36,20,7,10,24,5.0,3.0,36.0,9.0,33.0,18.0,18.0,36.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
33,10,42,30,15,2,6,18,2.0,-3.0,24.0,2.0,26.0,12.0,10.0,38.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
24,5,34,28,11,43,43,14,80.0,84.0,26.0,0.0,15.0,10.0,7.0,26.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
12,65,25,27,9,38,38,12,33.0,33.0,26.0,125.0,0.0,10.0,7.0,16.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,60,18,21,3,34,36,10,34.0,30.0,15.0,55.0,160.0,8.0,-3.0,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
78,54,13,15,43,32,34,7,32.0,30.0,9.0,48.0,70.0,4.0,83.0,8.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
69,51,3,10,38,26,29,4,24.0,20.0,5.0,48.0,60.0,1.0,33.0,-7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
61,46,65,6,32,24,26,43,23.0,22.0,2.0,41.0,53.0,82.0,26.0,127.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
48,42,58,43,29,19,20,40,14.0,14.0,80.0,38.0,35.0,37.0,26.0,51.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
37,38,49,42,25,16,18,38,16.0,13.0,41.0,34.0,26.0,36.0,21.0,40.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
29,29,44,37,22,15,14,35,10.0,14.0,32.0,20.0,21.0,32.0,19.0,39.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
19,24,40,32,19,10,11,30,8.0,5.0,27.0,19.0,9.0,25.0,16.0,36.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
12,16,36,30,16,8,9,27,7.0,6.0,28.0,8.0,5.0,24.0,13.0,32.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
86,11,30,30,14,6,4,25,-1.0,4.0,30.0,6.0,160.0,23.0,12.0,24.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
78,3,24,25,12,43,43,21,82.0,80.0,20.0,-5.0,70.0,17.0,10.0,18.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
69,65,15,22,6,38,38,16,33.0,33.0,19.0,127.0,60.0,11.0,0.0,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
59,57,10,18,43,37,36,13,34.0,36.0,14.0,49.0,49.0,10.0,80.0,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
50,54,0,16,38,37,32,8,28.0,37.0,14.0,51.0,41.0,3.0,33.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
41,47,65,11,32,36,30,6,28.0,35.0,6.0,40.0,32.0,4.0,26.0,130.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
34,38,59,7,30,31,26,43,22.0,26.0,3.0,29.0,27.0,80.0,28.0,53.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
23,35,49,5,27,29,20,37,14.0,27.0,3.0,32.0,12.0,31.0,24.0,39.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
10,32,39,43,22,26,14,31,8.0,23.0,81.0,29.0,-3.0,25.0,17.0,29.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,30,30,43,16,20,9,25,4.0,14.0,43.0,28.0,162.0,19.0,10.0,21.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
74,21,20,43,11,18,5,22,1.0,16.0,43.0,12.0,62.0,19.0,6.0,10.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
67,18,13,43,6,17,43,18,81.0,16.0,43.0,15.0,60.0,14.0,1.0,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
54,15,4,42,43,16,38,14,33.0,15.0,41.0,12.0,41.0,10.0,80.0,-5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
41,11,65,37,41,12,36,9,34.0,8.0,32.0,7.0,28.0,4.0,39.0,126.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
29,3,56,36,35,6,33,7,30.0,0.0,35.0,-5.0,17.0,5.0,29.0,47.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
17,65,49,30,29,43,31,2,29.0,80.0,24.0,127.0,5.0,-3.0,23.0,42.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
9,60,43,25,26,40,28,43,26.5,38.5,22.5,57.5,5.0,63.5,24.5,40.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
86,53,36,21,24,35,23,37,18.0,30.0,17.0,46.0,163.0,31.0,22.0,29.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
76,51,29,21,19,34,17,33,11.0,33.0,21.0,49.0,66.0,29.0,14.0,22.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
66,46,21,19,13,32,12,31,7.0,30.0,17.0,41.0,56.0,29.0,7.0,13.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
57,44,14,13,8,30,7,25,2.0,28.0,7.0,42.0,48.0,19.0,3.0,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
45,35,9,7,4,30,1,20,-5.0,30.0,1.0,26.0,33.0,15.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
34,27,65,7,43,24,43,17,85.0,18.0,7.0,19.0,23.0,14.0,82.0,121.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
25,20,55,7,41,21,37,15,31.0,18.0,7.0,13.0,16.0,13.0,39.0,45.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
15,10,47,7,36,17,31,12,25.0,13.0,7.0,0.0,5.0,9.0,31.0,39.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
